Treatment,Timestamp,BikeMoveRight2,MVWait2,Permitted2,Safe2,BikeMoveRight4,MVWait4,Permitted4,Safe4,CycleDistance,CycleDist1,CycleDist2,MVDistance,CommuteType,CommuteType1,CommuteType2,State,Gender,Education
3_SLM,8.7.2014 13:46:18,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Male,Graduate Degree
3_SLM,8.7.2014 14:01:37,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,Graduate Degree
3_SLM,8.7.2014 14:14:51,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Male,High School
3_SLM,8.7.2014 14:32:27,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Female,Graduate Degree
3_SLM,8.7.2014 14:41:37,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,KY,Male,4-Year College
3_SLM,8.7.2014 15:53:00,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,Graduate Degree
2_STR,8.6.2014 20:13:37,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,Graduate Degree
2_STR,8.7.2014 12:31:28,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,I do not commute to work or school,I do not commute to work or school,Other,KY,Male,4-Year College
2_STR,8.7.2014 13:58:52,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,4-Year College
2_STR,8.7.2014 14:02:24,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,split evenly btwn bike and personal car,Varies by day,Other,KY,Female,Community College
2_STR,8.7.2014 14:37:49,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,High School
2_STR,8.7.2014 18:12:23,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Male,High School
2_STR,8.8.2014 8:52:04,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Female,4-Year College
1_None,8.10.2014 14:35:05,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,High School
1_None,8.19.2014 0:02:18,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Male,High School
1_None,8.7.2014 13:41:17,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,KY,Female,Community College
1_None,8.7.2014 13:50:57,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Female,4-Year College
1_None,8.7.2014 13:54:51,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Male,Graduate Degree
1_None,8.7.2014 14:06:49,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Male,High School
1_None,8.7.2014 15:01:33,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,Graduate Degree
1_None,8.7.2014 19:45:32,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,Graduate Degree
1_None,8.7.2014 20:16:35,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,KY,Male,High School
1_None,8.7.2014 20:40:47,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,Graduate Degree
1_None,8.7.2014 21:12:09,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Male,Graduate Degree
1_None,8.7.2014 21:18:10,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,None,0,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,KY,Female,Graduate Degree
1_None,8.7.2014 22:34:25,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,KY,Male,Community College
1_None,8.8.2014 13:19:35,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,KY,Female,4-Year College
3_SLM,8.28.2014 12:51:12,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,LA,Female,Graduate Degree
4_BMUFL,8.28.2014 13:17:03,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,LA,Male,Graduate Degree
4_BMUFL,8.28.2014 13:22:18,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,LA,Male,4-Year College
4_BMUFL,8.28.2014 21:01:30,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,LA,Male,Graduate Degree
3_SLM,8.28.2014 13:26:21,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,Bicycle,Bicycle,Other,LA,Female,Graduate Degree
3_SLM,8.28.2014 13:35:16,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,LA,Male,Graduate Degree
2_STR,8.28.2014 14:21:02,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,LA,Female,4-Year College
2_STR,8.28.2014 16:30:14,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,LA,Male,Graduate Degree
2_STR,8.8.2014 11:01:15,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,LA,Male,4-Year College
1_None,8.28.2014 12:38:25,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,LA,Male,4-Year College
1_None,8.28.2014 15:50:01,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,51 - 200 Miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,LA,Female,4-Year College
2_STR,8.6.2014 17:51:00,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,MA,Male,4-Year College
2_STR,8.6.2014 22:55:22,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,Graduate Degree
1_None,8.6.2014 17:51:16,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MA,Male,4-Year College
4_BMUFL,8.6.2014 20:07:16,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,High School
4_BMUFL,8.8.2014 16:34:04,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,MA,Male,High School
3_SLM,8.6.2014 19:44:39,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,,Community College
3_SLM,8.7.2014 8:38:58,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,4-Year College
3_SLM,9.3.2014 11:20:27,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,Graduate Degree
3_SLM,9.7.2014 8:10:01,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,Graduate Degree
2_STR,8.20.2014 12:59:21,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,bike and personal car,"More than one type of transport (for example, bicycle and bus)",Other,MA,Male,4-Year College
2_STR,8.6.2014 23:15:29,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,MA,Male,Graduate Degree
2_STR,9.3.2014 10:07:09,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,None,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,MA,Male,Graduate Degree
1_None,8.13.2014 11:01:25,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,MA,Male,Graduate Degree
1_None,8.6.2014 16:49:18,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,I do not commute to work or school,I do not commute to work or school,Other,MA,Male,Graduate Degree
1_None,8.6.2014 16:58:11,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,Graduate Degree
1_None,8.8.2014 13:26:01,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MA,Male,4-Year College
1_None,8.8.2014 18:59:56,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,I do not commute to work or school,I do not commute to work or school,Other,MA,,4-Year College
4_BMUFL,8.10.2014 15:38:46,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MD,Male,4-Year College
4_BMUFL,8.7.2014 17:15:28,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MD,Female,4-Year College
3_SLM,8.16.2014 22:08:38,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MD,Male,High School
2_STR,8.6.2014 22:41:58,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MD,Male,4-Year College
2_STR,9.6.2014 22:00:21,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MD,Female,Graduate Degree
1_None,8.14.2014 18:37:51,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MD,Male,4-Year College
1_None,8.17.2014 10:00:42,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,Less than 50 miles,"Public transport (bus, school bus, train, etc.)","Public transport (bus, school bus, train, etc.)",Other,MD,Male,Graduate Degree
1_None,8.7.2014 12:10:06,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MD,Female,4-Year College
1_None,8.7.2014 15:47:41,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MD,Male,4-Year College
4_BMUFL,8.7.2014 9:38:05,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,ME,Male,4-Year College
3_SLM,8.7.2014 11:42:00,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,ME,Male,Graduate Degree
2_STR,8.7.2014 14:42:28,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,ME,Male,4-Year College
2_STR,8.8.2014 15:16:57,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,ME,Male,Graduate Degree
4_BMUFL,8.11.2014 21:40:47,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MI,Male,Graduate Degree
4_BMUFL,8.6.2014 23:58:09,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MI,Male,4-Year College
4_BMUFL,8.7.2014 10:00:00,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MI,Male,Community College
4_BMUFL,8.9.2014 15:48:16,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,MI,Female,Graduate Degree
3_SLM,8.6.2014 17:10:41,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MI,Male,Community College
3_SLM,8.7.2014 17:12:42,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,MI,Male,4-Year College
3_SLM,8.8.2014 17:34:57,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MI,Male,Community College
3_SLM,9.3.2014 9:50:53,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MI,Male,4-Year College
2_STR,8.7.2014 0:04:46,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,MI,Male,Community College
1_None,8.6.2014 20:35:22,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,MI,Male,Community College
1_None,8.6.2014 21:21:52,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MI,Male,Community College
1_None,8.9.2014 20:36:22,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MI,Female,Graduate Degree
4_BMUFL,8.8.2014 8:13:42,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,4-Year College
1_None,8.6.2014 17:01:04,1_Agree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,4-Year College
4_BMUFL,8.11.2014 22:36:34,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,"More than one type of transport (for example, bicycle and bus)","More than one type of transport (for example, bicycle and bus)",Other,MN,Male,4-Year College
4_BMUFL,8.14.2014 21:55:25,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,None,Bicycle,Bicycle,Other,MN,Female,4-Year College
4_BMUFL,8.6.2014 21:35:11,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,Community College
4_BMUFL,8.8.2014 14:29:37,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,Less than 10 miles,10,<10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MN,Female,Graduate Degree
3_SLM,8.6.2014 21:31:29,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,51 - 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MN,Male,4-Year College
3_SLM,8.7.2014 13:29:28,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,4-Year College
3_SLM,8.7.2014 21:32:17,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,Community College
3_SLM,9.3.2014 10:05:58,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,Graduate Degree
2_STR,8.6.2014 17:59:24,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,Graduate Degree
2_STR,8.7.2014 12:55:03,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,None,Bicycle,Bicycle,Other,MN,Male,4-Year College
2_STR,8.7.2014 15:31:48,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,4-Year College
2_STR,8.7.2014 23:19:20,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,Graduate Degree
2_STR,8.8.2014 17:51:18,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,51 - 200 Miles,Bicycle,Bicycle,Other,MN,Male,4-Year College
2_STR,8.8.2014 8:16:40,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,4-Year College
2_STR,8.9.2014 14:50:36,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,11 - 50 miles,50,>10,More than 200 Miles,"Personal motor vehicle (car, motorcycle, truck, etc.)","Personal motor vehicle (car, motorcycle, truck, etc.)",MotorVehicle,MN,Male,Community College
1_None,8.11.2014 18:55:04,0_Disagree,1_Agree,1_Agree,1_Agree,0_Disagree,1_Agree,1_Agree,1_Agree,More than 50 miles,100,>10,Less than 50 miles,Bicycle,Bicycle,Other,MN,Male,4-Year College
